"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"GO";"EVIDENCE";"ONTOLOGY";"GOID";"TERM"
"194";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0005509";"NAS";"MF";"GO:0005509";"calcium ion binding"
"195";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"196";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0005886";"IBA";"CC";"GO:0005886";"plasma membrane"
"197";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0005886";"IDA";"CC";"GO:0005886";"plasma membrane"
"198";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0016021";"IEA";"CC";"GO:0016021";"integral component of membrane"
"199";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0017121";"IBA";"BP";"GO:0017121";"plasma membrane phospholipid scrambling"
"200";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0017121";"NAS";"BP";"GO:0017121";"plasma membrane phospholipid scrambling"
"201";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0017124";"IEA";"MF";"GO:0017124";"SH3 domain binding"
"202";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0017128";"IBA";"MF";"GO:0017128";"phospholipid scramblase activity"
"203";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0017128";"NAS";"MF";"GO:0017128";"phospholipid scramblase activity"
"204";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0019899";"IPI";"MF";"GO:0019899";"enzyme binding"
"205";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0042609";"IPI";"MF";"GO:0042609";"CD4 receptor binding"
"206";"218901_at";"PLSCR4";"57088";"phospholipid scramblase 4";"GO:0071222";"IEA";"BP";"GO:0071222";"cellular response to lipopolysaccharide"
"207";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0005179";"IEA";"MF";"GO:0005179";"hormone activity"
"208";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0005576";"TAS";"CC";"GO:0005576";"extracellular region"
"209";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0007165";"IEA";"BP";"GO:0007165";"signal transduction"
"210";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0007565";"TAS";"BP";"GO:0007565";"female pregnancy"
"211";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0010628";"IDA";"BP";"GO:0010628";"positive regulation of gene expression"
"212";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0045766";"IMP";"BP";"GO:0045766";"positive regulation of angiogenesis"
"213";"214519_s_at";"RLN2";"6019";"relaxin 2";"GO:0050790";"IDA";"BP";"GO:0050790";"regulation of catalytic activity"
"214";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"215";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005634";"IDA";"CC";"GO:0005634";"nucleus"
"216";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005737";"IBA";"CC";"GO:0005737";"cytoplasm"
"217";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005737";"IDA";"CC";"GO:0005737";"cytoplasm"
"218";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005813";"IDA";"CC";"GO:0005813";"centrosome"
"219";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005829";"IDA";"CC";"GO:0005829";"cytosol"
"220";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005829";"TAS";"CC";"GO:0005829";"cytosol"
"221";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005874";"IDA";"CC";"GO:0005874";"microtubule"
"222";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005886";"IDA";"CC";"GO:0005886";"plasma membrane"
"223";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0005912";"IDA";"CC";"GO:0005912";"adherens junction"
"224";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0007165";"IBA";"BP";"GO:0007165";"signal transduction"
"225";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0008017";"IDA";"MF";"GO:0008017";"microtubule binding"
"226";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0008285";"IEA";"BP";"GO:0008285";"negative regulation of cell population proliferation"
"227";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0010038";"TAS";"BP";"GO:0010038";"response to metal ion"
"228";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0015630";"IDA";"CC";"GO:0015630";"microtubule cytoskeleton"
"229";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0030330";"IEP";"BP";"GO:0030330";"DNA damage response, signal transduction by p53 class mediator"
"230";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0031267";"IDA";"MF";"GO:0031267";"small GTPase binding"
"231";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0032287";"IEA";"BP";"GO:0032287";"peripheral nervous system myelin maintenance"
"232";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0043015";"IDA";"MF";"GO:0043015";"gamma-tubulin binding"
"233";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0045296";"HDA";"MF";"GO:0045296";"cadherin binding"
"234";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0045296";"IDA";"MF";"GO:0045296";"cadherin binding"
"235";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0045576";"IEA";"BP";"GO:0045576";"mast cell activation"
"236";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0048471";"IDA";"CC";"GO:0048471";"perinuclear region of cytoplasm"
"237";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0055038";"IDA";"CC";"GO:0055038";"recycling endosome membrane"
"238";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0070062";"HDA";"CC";"GO:0070062";"extracellular exosome"
"239";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0071456";"IEP";"BP";"GO:0071456";"cellular response to hypoxia"
"240";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0098978";"IEA";"CC";"GO:0098978";"glutamatergic synapse"
"241";"200632_s_at";"NDRG1";"10397";"N-myc downstream regulated 1";"GO:0099173";"IEA";"BP";"GO:0099173";"postsynapse organization"
"242";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0001817";"IBA";"BP";"GO:0001817";"regulation of cytokine production"
"243";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0005102";"IBA";"MF";"GO:0005102";"signaling receptor binding"
"244";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"245";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0005794";"IDA";"CC";"GO:0005794";"Golgi apparatus"
"246";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0005829";"IDA";"CC";"GO:0005829";"cytosol"
"247";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0005886";"IDA";"CC";"GO:0005886";"plasma membrane"
"248";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0009897";"IBA";"CC";"GO:0009897";"external side of plasma membrane"
"249";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0016021";"IEA";"CC";"GO:0016021";"integral component of membrane"
"250";"219905_at";"ERMAP";"114625";"erythroblast membrane associated protein (Scianna blood group)";"GO:0050852";"IBA";"BP";"GO:0050852";"T cell receptor signaling pathway"
"251";"213996_at";"YPEL1";"29799";"yippee like 1";"GO:0005634";"IEA";"CC";"GO:0005634";"nucleus"
"252";"213996_at";"YPEL1";"29799";"yippee like 1";"GO:0046872";"IEA";"MF";"GO:0046872";"metal ion binding"
"253";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0004303";"TAS";"MF";"GO:0004303";"estradiol 17-beta-dehydrogenase activity"
"254";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"255";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0005737";"IDA";"CC";"GO:0005737";"cytoplasm"
"256";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0005783";"IEA";"CC";"GO:0005783";"endoplasmic reticulum"
"257";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0005811";"IBA";"CC";"GO:0005811";"lipid droplet"
"258";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0005811";"IDA";"CC";"GO:0005811";"lipid droplet"
"259";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0005829";"TAS";"CC";"GO:0005829";"cytosol"
"260";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0006703";"TAS";"BP";"GO:0006703";"estrogen biosynthetic process"
"261";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0006710";"IDA";"BP";"GO:0006710";"androgen catabolic process"
"262";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0016229";"IBA";"MF";"GO:0016229";"steroid dehydrogenase activity"
"263";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0016229";"IDA";"MF";"GO:0016229";"steroid dehydrogenase activity"
"264";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0016616";"IBA";"MF";"GO:0016616";"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
"265";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0044594";"IEA";"MF";"GO:0044594";"17-beta-hydroxysteroid dehydrogenase (NAD+) activity"
"266";"217989_at";"HSD17B11";"51170";"hydroxysteroid 17-beta dehydrogenase 11";"GO:0072582";"IEA";"MF";"GO:0072582";"17-beta-hydroxysteroid dehydrogenase (NADP+) activity"
"267";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0000976";"IMP";"MF";"GO:0000976";"transcription cis-regulatory region binding"
"268";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0001755";"ISS";"BP";"GO:0001755";"neural crest cell migration"
"269";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0001934";"TAS";"BP";"GO:0001934";"positive regulation of protein phosphorylation"
"270";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0004713";"IDA";"MF";"GO:0004713";"protein tyrosine kinase activity"
"271";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0004714";"IBA";"MF";"GO:0004714";"transmembrane receptor protein tyrosine kinase activity"
"272";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0004714";"IDA";"MF";"GO:0004714";"transmembrane receptor protein tyrosine kinase activity"
"273";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005154";"IBA";"MF";"GO:0005154";"epidermal growth factor receptor binding"
"274";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005154";"IPI";"MF";"GO:0005154";"epidermal growth factor receptor binding"
"275";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"276";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005524";"IEA";"MF";"GO:0005524";"ATP binding"
"277";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005576";"TAS";"CC";"GO:0005576";"extracellular region"
"278";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005634";"IDA";"CC";"GO:0005634";"nucleus"
"279";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005654";"TAS";"CC";"GO:0005654";"nucleoplasm"
"280";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005739";"IDA";"CC";"GO:0005739";"mitochondrion"
"281";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005759";"TAS";"CC";"GO:0005759";"mitochondrial matrix"
"282";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005829";"TAS";"CC";"GO:0005829";"cytosol"
"283";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005886";"TAS";"CC";"GO:0005886";"plasma membrane"
"284";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0005887";"IBA";"CC";"GO:0005887";"integral component of plasma membrane"
"285";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007165";"IDA";"BP";"GO:0007165";"signal transduction"
"286";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007169";"IBA";"BP";"GO:0007169";"transmembrane receptor protein tyrosine kinase signaling pathway"
"287";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007169";"IDA";"BP";"GO:0007169";"transmembrane receptor protein tyrosine kinase signaling pathway"
"288";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007275";"IBA";"BP";"GO:0007275";"multicellular organism development"
"289";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007399";"ISS";"BP";"GO:0007399";"nervous system development"
"290";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007416";"IEA";"BP";"GO:0007416";"synapse assembly"
"291";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007507";"ISS";"BP";"GO:0007507";"heart development"
"292";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0007595";"IMP";"BP";"GO:0007595";"lactation"
"293";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0008284";"IBA";"BP";"GO:0008284";"positive regulation of cell population proliferation"
"294";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0008284";"IMP";"BP";"GO:0008284";"positive regulation of cell population proliferation"
"295";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0008285";"IMP";"BP";"GO:0008285";"negative regulation of cell population proliferation"
"296";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0009880";"ISS";"BP";"GO:0009880";"embryonic pattern specification"
"297";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0009925";"IBA";"CC";"GO:0009925";"basal plasma membrane"
"298";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0014068";"IEA";"BP";"GO:0014068";"positive regulation of phosphatidylinositol 3-kinase signaling"
"299";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0016323";"IDA";"CC";"GO:0016323";"basolateral plasma membrane"
"300";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0016477";"IDA";"BP";"GO:0016477";"cell migration"
"301";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0018108";"IDA";"BP";"GO:0018108";"peptidyl-tyrosine phosphorylation"
"302";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0021551";"ISS";"BP";"GO:0021551";"central nervous system morphogenesis"
"303";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0021889";"ISS";"BP";"GO:0021889";"olfactory bulb interneuron differentiation"
"304";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0030334";"ISS";"BP";"GO:0030334";"regulation of cell migration"
"305";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0033674";"IBA";"BP";"GO:0033674";"positive regulation of kinase activity"
"306";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0042531";"IMP";"BP";"GO:0042531";"positive regulation of tyrosine phosphorylation of STAT protein"
"307";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0042803";"IPI";"MF";"GO:0042803";"protein homodimerization activity"
"308";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0043235";"IBA";"CC";"GO:0043235";"receptor complex"
"309";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0043235";"IDA";"CC";"GO:0043235";"receptor complex"
"310";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0043653";"IMP";"BP";"GO:0043653";"mitochondrial fragmentation involved in apoptotic process"
"311";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0045165";"IEA";"BP";"GO:0045165";"cell fate commitment"
"312";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0045211";"ISS";"CC";"GO:0045211";"postsynaptic membrane"
"313";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0045893";"IMP";"BP";"GO:0045893";"positive regulation of transcription, DNA-templated"
"314";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0046427";"IMP";"BP";"GO:0046427";"positive regulation of receptor signaling pathway via JAK-STAT"
"315";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0046777";"IDA";"BP";"GO:0046777";"protein autophosphorylation"
"316";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0060045";"ISS";"BP";"GO:0060045";"positive regulation of cardiac muscle cell proliferation"
"317";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0060644";"ISS";"BP";"GO:0060644";"mammary gland epithelial cell differentiation"
"318";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0060749";"ISS";"BP";"GO:0060749";"mammary gland alveolus development"
"319";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0061026";"ISS";"BP";"GO:0061026";"cardiac muscle tissue regeneration"
"320";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0070374";"IMP";"BP";"GO:0070374";"positive regulation of ERK1 and ERK2 cascade"
"321";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0071364";"IEA";"BP";"GO:0071364";"cellular response to epidermal growth factor stimulus"
"322";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0072046";"IEA";"BP";"GO:0072046";"establishment of planar polarity involved in nephron morphogenesis"
"323";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0098978";"IEA";"CC";"GO:0098978";"glutamatergic synapse"
"324";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0098982";"IEA";"CC";"GO:0098982";"GABA-ergic synapse"
"325";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0099056";"IEA";"CC";"GO:0099056";"integral component of presynaptic membrane"
"326";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:0099061";"IEA";"CC";"GO:0099061";"integral component of postsynaptic density membrane"
"327";"214053_at";"ERBB4";"2066";"erb-b2 receptor tyrosine kinase 4";"GO:2000010";"IEA";"BP";"GO:2000010";"positive regulation of protein localization to cell surface"
"328";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0000287";"IEA";"MF";"GO:0000287";"magnesium ion binding"
"329";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0005245";"ISS";"MF";"GO:0005245";"voltage-gated calcium channel activity"
"330";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0005509";"TAS";"MF";"GO:0005509";"calcium ion binding"
"331";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"332";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0005737";"IDA";"CC";"GO:0005737";"cytoplasm"
"333";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0005794";"IEA";"CC";"GO:0005794";"Golgi apparatus"
"334";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0005886";"IDA";"CC";"GO:0005886";"plasma membrane"
"335";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0010975";"ISS";"BP";"GO:0010975";"regulation of neuron projection development"
"336";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0014069";"IEA";"CC";"GO:0014069";"postsynaptic density"
"337";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0019901";"IEA";"MF";"GO:0019901";"protein kinase binding"
"338";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0030425";"IEA";"CC";"GO:0030425";"dendrite"
"339";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0031045";"IEA";"CC";"GO:0031045";"dense core granule"
"340";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0043231";"IDA";"CC";"GO:0043231";"intracellular membrane-bounded organelle"
"341";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0044305";"IEA";"CC";"GO:0044305";"calyx of Held"
"342";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0045921";"IEA";"BP";"GO:0045921";"positive regulation of exocytosis"
"343";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0048015";"IEA";"BP";"GO:0048015";"phosphatidylinositol-mediated signaling"
"344";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0048471";"IEA";"CC";"GO:0048471";"perinuclear region of cytoplasm"
"345";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0070588";"IEA";"BP";"GO:0070588";"calcium ion transmembrane transport"
"346";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0098978";"IEA";"CC";"GO:0098978";"glutamatergic synapse"
"347";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0099509";"IEA";"BP";"GO:0099509";"regulation of presynaptic cytosolic calcium ion concentration"
"348";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0099523";"IEA";"CC";"GO:0099523";"presynaptic cytosol"
"349";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0099524";"IEA";"CC";"GO:0099524";"postsynaptic cytosol"
"350";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:0099626";"IEA";"MF";"GO:0099626";"voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels"
"351";"218266_s_at";"NCS1";"23413";"neuronal calcium sensor 1";"GO:2000300";"IEA";"BP";"GO:2000300";"regulation of synaptic vesicle exocytosis"
"352";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0005085";"NAS";"MF";"GO:0005085";"guanyl-nucleotide exchange factor activity"
"353";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0005575";"ND";"CC";"GO:0005575";"cellular_component"
"354";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0005829";"TAS";"CC";"GO:0005829";"cytosol"
"355";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0006897";"IEA";"BP";"GO:0006897";"endocytosis"
"356";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0007264";"NAS";"BP";"GO:0007264";"small GTPase mediated signal transduction"
"357";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0010595";"IMP";"BP";"GO:0010595";"positive regulation of endothelial cell migration"
"358";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0030695";"NAS";"MF";"GO:0030695";"GTPase regulator activity"
"359";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:0050790";"IEA";"BP";"GO:0050790";"regulation of catalytic activity"
"360";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:1904906";"IMP";"BP";"GO:1904906";"positive regulation of endothelial cell-matrix adhesion via fibronectin"
"361";"209684_at";"RIN2";"54453";"Ras and Rab interactor 2";"GO:2001214";"IMP";"BP";"GO:2001214";"positive regulation of vasculogenesis"
"362";"213839_at";"CLMN";"79789";"calmin";"GO:0005640";"IBA";"CC";"GO:0005640";"nuclear outer membrane"
"363";"213839_at";"CLMN";"79789";"calmin";"GO:0005737";"IBA";"CC";"GO:0005737";"cytoplasm"
"364";"213839_at";"CLMN";"79789";"calmin";"GO:0007097";"IBA";"BP";"GO:0007097";"nuclear migration"
"365";"213839_at";"CLMN";"79789";"calmin";"GO:0008285";"IBA";"BP";"GO:0008285";"negative regulation of cell population proliferation"
"366";"213839_at";"CLMN";"79789";"calmin";"GO:0016021";"IEA";"CC";"GO:0016021";"integral component of membrane"
"367";"213839_at";"CLMN";"79789";"calmin";"GO:0031175";"IEA";"BP";"GO:0031175";"neuron projection development"
"368";"213839_at";"CLMN";"79789";"calmin";"GO:0034993";"IBA";"CC";"GO:0034993";"meiotic nuclear membrane microtubule tethering complex"
"369";"213839_at";"CLMN";"79789";"calmin";"GO:0051015";"IBA";"MF";"GO:0051015";"actin filament binding"
"370";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0001527";"IDA";"CC";"GO:0001527";"microfibril"
"371";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0001527";"TAS";"CC";"GO:0001527";"microfibril"
"372";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0005201";"IBA";"MF";"GO:0005201";"extracellular matrix structural constituent"
"373";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0005201";"RCA";"MF";"GO:0005201";"extracellular matrix structural constituent"
"374";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0005509";"IEA";"MF";"GO:0005509";"calcium ion binding"
"375";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0005515";"IPI";"MF";"GO:0005515";"protein binding"
"376";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0005576";"TAS";"CC";"GO:0005576";"extracellular region"
"377";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0009653";"IBA";"BP";"GO:0009653";"anatomical structure morphogenesis"
"378";"203184_at";"FBN2";"2201";"fibrillin 2";"GO:0030023";"IC";"MF";"GO:0030023";"extracellular matrix constituent conferring elasticity"
